url,id,region,province,locality,zip_code,Longitude,Latitude,property_type,property_subtype,price,number_rooms,living_area,kitchen,furnished,fireplace,terrace,terrace_area,garden,garden_area,surface_land,number_facades,swimming_pool,building_state
https://www.immoweb.be/en/classified/new-real-estate-project-apartments/for-sale/helecine/1357/11151708,11151708,2.0,Walloon Brabant,HÉLÉCINE,1357,,,APARTMENT_GROUP,APARTMENT_GROUP,,,,0,,,,,,,UNKNOWN,UNKNOWN,,UNKNOWN
https://www.immoweb.be/en/classified/flat-studio/for-sale/brussels-city/1000/11152298,11152298,1.0,Brussels,Brussels City,1000,4.3516458,50.8485452,APARTMENT,FLAT_STUDIO,165000.0,0.0,33.0,USA_HYPER_EQUIPPED,1.0,-1.0,,,,,UNKNOWN,2,,GOOD
https://www.immoweb.be/en/classified/apartment/for-sale/anderlecht/1070/11150748,11150748,1.0,Brussels,ANDERLECHT,1070,4.3146214,50.8478801,APARTMENT,APARTMENT,184900.0,2.0,65.0,NOT_INSTALLED,0.0,,,,,,UNKNOWN,2,0.0,TO_RENOVATE
https://www.immoweb.be/en/classified/apartment/for-sale/brussels-city/1000/11152299,11152299,1.0,Brussels,Brussels City,1000,4.3606333,50.8546109,APARTMENT,APARTMENT,195000.0,1.0,33.0,INSTALLED,1.0,-1.0,1.0,3.0,,,UNKNOWN,3,,GOOD
https://www.immoweb.be/en/classified/apartment/for-sale/blankenberge/8370/11135884,11135884,3.0,West Flanders,Blankenberge,8370,3.1335767,51.3165723,APARTMENT,APARTMENT,199000.0,2.0,92.0,USA_HYPER_EQUIPPED,,,,,,,UNKNOWN,,0.0,AS_NEW
https://www.immoweb.be/en/classified/new-real-estate-project-apartments/for-sale/herentals/2200/11152186,11152186,3.0,Antwerp,Herentals,2200,4.8363476,51.1819722,APARTMENT_GROUP,APARTMENT_GROUP,,,,0,,,,,,,UNKNOWN,UNKNOWN,,UNKNOWN
https://www.immoweb.be/en/classified/house/for-sale/essene/1790/11159384,11159384,3.0,Flemish Brabant,ESSENE,1790,,,HOUSE,HOUSE,419000.0,3.0,136.0,INSTALLED,,,1.0,16.0,1.0,435.0,730,3,,AS_NEW
https://www.immoweb.be/en/classified/house/for-sale/gingelom/3890/11159381,11159381,3.0,Limburg,Gingelom,3890,5.1373752,50.7566637,HOUSE,HOUSE,175000.0,2.0,109.0,USA_INSTALLED,0.0,,1.0,30.0,1.0,121.0,233,3,0.0,GOOD
https://www.immoweb.be/en/classified/apartment/for-sale/oostende/8400/11159380,11159380,3.0,West Flanders,oostende,8400,2.889208,51.2158371,APARTMENT,APARTMENT,169000.0,2.0,75.0,0,,,1.0,,,,UNKNOWN,,,GOOD
https://www.immoweb.be/en/classified/house/for-sale/melsele/9120/11159378,11159378,3.0,East Flanders,MELSELE,9120,4.2944339,51.2200893,HOUSE,HOUSE,349000.0,3.0,179.0,SEMI_EQUIPPED,,,1.0,,,,0,3,,GOOD
https://www.immoweb.be/en/classified/house/for-sale/fl%C3%89malle/4400/11159377,11159377,2.0,Liège,FLÉMALLE,4400,5.4689339,50.6007725,HOUSE,HOUSE,199000.0,4.0,222.0,NOT_INSTALLED,,-1.0,,,1.0,140.0,273,2,,TO_RESTORE
https://www.immoweb.be/en/classified/villa/for-sale/ramioul/4400/11159376,11159376,2.0,Liège,RAMIOUL,4400,5.4172779,50.5800179,HOUSE,VILLA,325000.0,4.0,114.0,SEMI_EQUIPPED,,-1.0,1.0,45.0,1.0,3700.0,4039,4,,GOOD
https://www.immoweb.be/en/classified/house/for-sale/engis/4480/11159375,11159375,2.0,Liège,ENGIS,4480,5.3956942,50.5854685,HOUSE,HOUSE,199000.0,2.0,96.0,SEMI_EQUIPPED,,-1.0,1.0,14.0,,,70,3,,GOOD
https://www.immoweb.be/en/classified/house/for-sale/tournai/7500/11159366,11159366,2.0,Hainaut,Tournai,7500,,,HOUSE,HOUSE,369000.0,4.0,215.0,INSTALLED,0.0,,1.0,,,,850,4,,
https://www.immoweb.be/en/classified/house/for-sale/rumillies/7540/11159365,11159365,2.0,Hainaut,Rumillies,7540,,,HOUSE,HOUSE,369000.0,4.0,215.0,INSTALLED,0.0,,,,,,850,4,,
https://www.immoweb.be/en/classified/ground-floor/for-sale/wommelgem/2160/11159363,11159363,3.0,Antwerp,Wommelgem,2160,4.5254868,51.1998815,APARTMENT,GROUND_FLOOR,390000.0,3.0,115.0,INSTALLED,,,,,1.0,160.0,UNKNOWN,3,0.0,AS_NEW
https://www.immoweb.be/en/classified/house/for-sale/diksmuide/8600/11159362,11159362,3.0,West Flanders,Diksmuide,8600,2.8669062,51.0294459,HOUSE,HOUSE,305000.0,3.0,132.0,,,,1.0,,,,549,,,GOOD
https://www.immoweb.be/en/classified/house/for-sale/antwerpen/2018/11159360,11159360,3.0,Antwerp,Antwerpen,2018,4.4195515,51.2097021,HOUSE,HOUSE,1100000.0,4.0,350.0,USA_INSTALLED,,2.0,1.0,12.0,1.0,140.0,280,2,0.0,GOOD
https://www.immoweb.be/en/classified/country-cottage/for-sale/hasti%C3%A8re/5542/11159305,11159305,2.0,Namur,Hastière,5542,4.8418458,50.2082509,HOUSE,COUNTRY_COTTAGE,98000.0,2.0,60.0,,,1.0,1.0,25.0,1.0,337.0,337,,,GOOD
https://www.immoweb.be/en/classified/house/for-sale/veerle/2431/11159304,11159304,3.0,Antwerp,Veerle,2431,4.98721,51.06994,HOUSE,HOUSE,375000.0,3.0,201.0,0,0.0,,,,,,877,4,0.0,
https://www.immoweb.be/en/classified/house/for-sale/geel%20%28geel%29/2440/11159303,11159303,3.0,Antwerp,Geel (Geel),2440,4.9922617,51.1591259,HOUSE,HOUSE,299000.0,4.0,220.0,0,0.0,,,,,,350,2,0.0,
https://www.immoweb.be/en/classified/apartment/for-sale/forest/1190/11159301,11159301,1.0,Brussels,Forest,1190,,,APARTMENT,APARTMENT,295000.0,2.0,95.0,INSTALLED,0.0,,1.0,4.0,,,UNKNOWN,3,0.0,GOOD
https://www.immoweb.be/en/classified/house/for-sale/beerse/2340/11159300,11159300,3.0,Antwerp,BEERSE,2340,4.8534093,51.3164986,HOUSE,HOUSE,375000.0,3.0,170.0,INSTALLED,,,,,,,648,4,,
